Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV24,OUT046,2499.6906349507226
FDI50,OUT019,570.5098470787207
FDS09,OUT035,762.6461836691047
NCC31,OUT027,4115.909621231396
FDQ07,OUT019,570.95621539991
FDC22,OUT017,3065.4912606330845
FDZ56,OUT046,2734.5637862740755
FDZ40,OUT019,131.3062330144766
FDS46,OUT027,2939.992669111878
DRD24,OUT045,2032.170399711559
FDV45,OUT017,3063.890532439843
FDL26,OUT045,2509.812356494329
FDA56,OUT018,2004.334894382876
FDN27,OUT046,1953.8847724543175
FDM20,OUT049,3891.2650002520572
FDO16,OUT017,1378.920651077306
FDL03,OUT035,3063.890532439843
FDE58,OUT046,1948.966953951586
FDI02,OUT027,2929.028584076757
NCC55,OUT019,131.3062330144766
FDR03,OUT018,3317.5566172535305
FDB14,OUT017,1520.3515700254327
FDR45,OUT013,3880.8040010335976
NCN07,OUT017,2014.785131274897
FDM51,OUT019,250.32549226866718
FDT52,OUT027,5855.528283606394
FDL26,OUT046,2507.701504925953
NCZ42,OUT046,3879.8016554948927
DRI47,OUT019,366.8179135895917
FDW40,OUT013,2040.477878233467
FDN34,OUT046,2734.5637862740755
FDS01,OUT035,2880.584143232979
NCG55,OUT045,1946.4506988446988
FDC11,OUT035,1443.6235164605478
FDX35,OUT018,3569.1076666008985
NCB06,OUT046,2552.3213965570953
FDR09,OUT019,570.95621539991
FDC53,OUT017,1541.6478568605778
FDY45,OUT013,4020.1435840445424
FDA22,OUT010,388.11432118203373
FDE02,OUT035,1541.6478568605778
FDW21,OUT045,1571.067087361975
FDV34,OUT046,1173.9983944108922
FDS59,OUT049,1592.1378200338993
NCW17,OUT017,2004.334894382876
NCK54,OUT046,1948.966953951586
FDG17,OUT019,570.5098470787207
FDG35,OUT017,2829.1292901886686
FDD08,OUT010,131.3062330144766
NCO07,OUT017,3695.6218377474233
FDJ10,OUT010,280.42186353389576
FDW36,OUT017,1576.009912515245
FDW21,OUT010,239.3618525875363
FDY19,OUT017,1951.6028793352393
DRE03,OUT013,788.553860188371
NCC55,OUT049,664.6281229121901
FDH52,OUT010,135.5442689653278
FDO09,OUT017,4064.660755320028
FDU43,OUT045,3885.424678776096
FDX09,OUT010,419.25088378022934
FDH40,OUT019,200.7814825903658
FDW58,OUT017,1576.009912515245
FDC47,OUT017,3790.9669892242323
NCR41,OUT035,1541.6478568605778
DRG49,OUT035,3904.56993349969
FDC52,OUT027,4082.955717033067
FDY13,OUT046,1177.3142199643003
FDY35,OUT013,711.6941618481413
FDI35,OUT017,3052.056607457882
NCU18,OUT049,2040.477878233467
FDY33,OUT018,2542.7727589531105
FDC15,OUT027,4185.964083697607
FDU01,OUT049,3063.890532439843
NCU42,OUT046,2738.165327211647
NCV29,OUT018,2857.528328263627
NCY30,OUT017,3063.890532439843
FDQ46,OUT049,1716.5783672667517
FDG58,OUT027,4115.909621231396
FDK33,OUT017,3698.417968281911
NCD07,OUT045,1942.1640718498054
NCX29,OUT027,4040.5028341472753
NCT42,OUT013,2492.7015779085773
DRN59,OUT035,749.0259002823316
FDI44,OUT035,1270.3284514184807
FDA45,OUT049,2858.085794042077
FDP31,OUT045,1071.631276295594
FDY01,OUT046,1942.1640718498054
FDT09,OUT018,2017.9380708263539
DRH03,OUT027,2841.5385635340353
FDA36,OUT018,3065.4912606330845
NCF31,OUT017,2503.2659942739137
FDG14,OUT049,2499.6906349507226
FDG28,OUT027,5855.528283606394
FDU14,OUT049,4004.9764979659253
FDY47,OUT019,286.7413981363187
FDI56,OUT049,1488.3792572141544
DRD01,OUT013,1016.9831249395215
FDM22,OUT046,957.0991011549881
FDH33,OUT013,705.8615604287452
DRZ24,OUT013,1959.385891243429
NCQ38,OUT046,1576.009912515245
FDO16,OUT027,2252.2808616697303
FDU07,OUT027,4065.6449459880264
NCB07,OUT013,3063.890532439843
FDU48,OUT045,2014.785131274897
NCM43,OUT045,2565.7097138226322
FDR31,OUT010,364.9453172043415
DRK49,OUT018,663.3943579134581
NCI30,OUT010,571.6685294004122
DRD60,OUT017,3015.11207348042
NCG19,OUT046,3832.4942524191883
FDH12,OUT035,1576.009912515245
FDM32,OUT035,1518.624014148966
FDM27,OUT035,2516.0292646333073
NCU53,OUT027,4245.843577606085
NCQ18,OUT046,1541.6478568605778
FDS10,OUT013,2943.885307783163
FDB33,OUT027,4185.964083697607
FDI12,OUT013,1520.8185401793626
NCW42,OUT013,3764.0573553766294
NCC06,OUT018,2004.334894382876
FDW02,OUT017,2004.334894382876
NCD43,OUT017,1576.009912515245
FDM57,OUT018,1388.2521631893758
FDA58,OUT017,3842.9952293620254
FDK56,OUT046,3065.4912606330845
FDP52,OUT045,3802.023375621541
FDW20,OUT018,2004.334894382876
FDS52,OUT049,1566.1923718617609
NCT29,OUT018,2001.6193403951538
NCL54,OUT013,2842.623684443889
FDC05,OUT045,3070.4551493401186
FDF34,OUT035,3065.4912606330845
FDP03,OUT027,2995.4306336768186
FDD32,OUT010,191.20273523113192
FDZ10,OUT045,2004.334894382876
FDZ40,OUT035,925.3074186046255
FDD51,OUT018,665.4481466197733
NCY30,OUT019,421.27964087286836
FDP58,OUT017,3699.6116050646237
FDV49,OUT017,4081.9742897374945
FDY24,OUT019,131.3062330144766
NCO55,OUT017,1585.1839504000316
FDR13,OUT017,1948.966953951586
FDS51,OUT017,1021.4002048626567
FDP26,OUT045,1576.009912515245
NCB54,OUT027,3008.343050206781
FDF32,OUT017,3063.890532439843
FDN31,OUT018,3065.4912606330845
DRM48,OUT017,660.6818567181041
FDN20,OUT049,2734.5637862740755
DRL01,OUT046,3803.0598462545586
FDV56,OUT049,1585.1839504000316
DRH13,OUT027,2883.042039755888
FDA03,OUT017,2492.7015779085773
FDF47,OUT027,5849.45067544027
FDX32,OUT046,2492.7015779085773
FDX57,OUT049,1541.6478568605778
NCA30,OUT045,3063.890532439843
FDO49,OUT013,791.2954115800075
FDL04,OUT019,250.32549226866718
DRM48,OUT035,662.3975116543795
FDR16,OUT013,3673.54477572033
NCC19,OUT018,3065.4912606330845
NCE42,OUT045,3853.760450823879
FDY24,OUT017,925.8867905074143
FDH19,OUT049,2829.1292901886686
FDJ46,OUT013,2830.73001838191
FDN45,OUT010,571.7988164902986
FDY08,OUT035,2020.9530451822027
FDZ37,OUT035,1444.5939204569374
NCT30,OUT045,749.0259002823316
DRY23,OUT018,664.1451438680838
NCZ30,OUT018,2004.334894382876
FDC44,OUT018,1931.0716403610934
FDB45,OUT035,1576.009912515245
FDY04,OUT013,2561.2584040203715
FDM27,OUT046,2542.7727589531105
FDZ43,OUT017,3891.039874591559
FDT39,OUT019,367.9485375548376
NCC06,OUT019,284.28665913017494
FDL15,OUT027,4108.258485634267
FDL57,OUT017,4045.5724937536156
FDU08,OUT046,1541.6478568605778
FDK40,OUT017,4081.9742897374945
FDQ12,OUT010,571.3524481691094
FDS48,OUT017,2499.6906349507226
FDP09,OUT045,3695.00088652017
FDW21,OUT049,1541.6478568605778
FDY25,OUT035,3016.712801673662
DRE13,OUT017,1432.885382891619
FDV43,OUT019,131.3062330144766
FDD22,OUT045,1716.5783672667517
FDM46,OUT019,236.52209336181957
NCO30,OUT010,480.1644046295597
FDM25,OUT046,2830.73001838191
NCN41,OUT049,2004.334894382876
FDU24,OUT045,1522.2785050256382
FDZ50,OUT046,3065.4912606330845
FDP45,OUT013,3996.389600058928
NCM54,OUT045,2004.334894382876
FDW10,OUT019,418.500276442182
FDP20,OUT017,2004.334894382876
FDK32,OUT046,2499.6906349507226
FDN52,OUT049,1459.4544403765963
FDM58,OUT045,1683.009048546872
FDZ46,OUT027,2922.4405014329504
NCA18,OUT018,1948.966953951586
FDD35,OUT046,2004.334894382876
NCK31,OUT035,751.767451673968
FDI40,OUT027,2856.201497553603
FDT50,OUT019,239.85601465565907
NCT06,OUT046,2564.10898562939
FDT31,OUT035,3063.890532439843
FDT45,OUT049,878.7861046824898
FDT13,OUT045,3065.4912606330845
FDO50,OUT045,1494.566430164018
NCU18,OUT010,278.386293813837
NCR54,OUT049,3063.890532439843
NCO18,OUT018,2859.686522235319
FDU09,OUT045,927.9876918427289
FDT13,OUT018,3065.4912606330845
FDE09,OUT046,1716.5783672667517
NCK53,OUT019,249.68451759566287
FDG45,OUT049,3683.1408662650815
DRH15,OUT035,682.2773683266819
FDO21,OUT019,570.5098470787207
FDD14,OUT027,5183.83622022938
FDC09,OUT046,1576.009912515245
FDH45,OUT027,950.9480046441278
FDV32,OUT046,1124.3837523895004
FDG12,OUT035,1961.8561997690458
FDS32,OUT013,2020.9530451822027
NCL55,OUT018,3787.7209995912767
DRE01,OUT035,3885.6628876894065
DRE15,OUT049,1272.0898722245715
NCL42,OUT045,3898.3435513149975
FDP31,OUT013,1224.8718805087753
FDN33,OUT018,1525.1722644140889
FDZ59,OUT046,2565.7097138226322
FDE45,OUT010,422.41047627851714
FDJ07,OUT013,1959.385891243429
FDQ45,OUT018,3065.4912606330845
FDM33,OUT027,5849.45067544027
FDO15,OUT010,154.35416841139062
FDM46,OUT013,1546.280019733853
FDR03,OUT045,3456.5959055628323
FDY49,OUT018,2675.0823523598956
FDQ60,OUT045,1961.8561997690458
FDW10,OUT049,2829.1292901886686
FDO51,OUT049,678.9945478673028
FDJ40,OUT018,1589.4234650226138
FDS20,OUT018,3056.864824402428
FDU45,OUT013,1818.2896066761857
FDV02,OUT035,2736.564599018405
FDN09,OUT046,3886.3520201902966
NCM55,OUT027,5195.498572950282
FDN23,OUT018,2485.5568340512423
FDY31,OUT010,367.1061479048518
FDW03,OUT010,240.53850750103396
FDD14,OUT046,3063.890532439843
FDV23,OUT017,2004.334894382876
DRI03,OUT045,2830.73001838191
FDN13,OUT035,1546.213421547064
FDF45,OUT027,1273.9657113775754
FDU46,OUT035,1448.5830629256398
FDB57,OUT049,3774.428837251684
FDV12,OUT049,1546.213421547064
FDQ58,OUT013,2499.6906349507226
NCA18,OUT017,1944.4378059239475
FDH52,OUT049,999.3918493949753
FDM24,OUT018,2495.109272520577
NCP43,OUT027,4886.6308389584165
NCO18,OUT019,419.79590693962325
FDM32,OUT017,1499.8598441305128
NCL07,OUT017,661.5336329433852
FDK03,OUT013,3987.036926063518
FDP59,OUT017,1576.009912515245
FDQ24,OUT049,3988.788734788967
FDQ16,OUT018,1592.1378200338993
FDU44,OUT013,2552.3213965570953
FDH28,OUT010,131.3062330144766
FDV28,OUT019,131.3062330144766
FDM22,OUT045,925.3632405274581
FDR56,OUT046,3063.890532439843
FDV39,OUT049,3065.4912606330845
FDU37,OUT019,172.3195802577526
FDQ11,OUT010,571.3524481691094
FDX02,OUT045,3778.4353170861054
NCS42,OUT018,1523.2453294138832
FDY57,OUT027,2841.5385635340353
FDB21,OUT049,3870.110441166141
FDE28,OUT017,3800.7916426785923
FDQ55,OUT017,1931.0716403610934
FDA48,OUT049,3762.016525729599
FDZ19,OUT045,2830.73001838191
NCC43,OUT045,3991.966007445887
NCV18,OUT046,1397.0762610944114
NCA42,OUT018,2542.7727589531105
FDY45,OUT046,4028.7842977987366
NCC30,OUT045,2943.885307783163
FDM57,OUT013,1520.1264346871767
FDL09,OUT010,388.11432118203373
FDB09,OUT027,2995.4306336768186
FDT44,OUT035,1961.8561997690458
NCT06,OUT027,4245.843577606085
FDX26,OUT049,3063.890532439843
FDK32,OUT013,2503.2659942739137
DRA12,OUT046,2065.4296096762514
FDO46,OUT010,494.9641884806076
FDE52,OUT013,1522.4247370293324
NCH42,OUT045,3811.481161550037
FDV08,OUT035,665.8607988043592
FDB47,OUT018,3476.999086397487
FDC28,OUT010,255.0775519563995
FDD22,OUT046,1931.0716403610934
FDS07,OUT027,2932.397815733809
DRI13,OUT045,3700.495361936079
FDG32,OUT018,3551.4910046034097
FDU14,OUT017,4011.6850915713717
FDD28,OUT019,131.6947486954849
NCP41,OUT017,1592.1378200338993
FDS08,OUT049,2830.73001838191
FDX47,OUT045,2535.9044275231827
FDC53,OUT019,249.68451759566287
FDQ19,OUT035,3900.7289088312405
FDL14,OUT045,2507.701504925953
FDM33,OUT019,570.95621539991
FDA51,OUT045,1931.0716403610934
FDZ27,OUT018,747.3102453460565
FDT04,OUT046,667.8383899717612
DRC13,OUT049,2004.334894382876
FDR16,OUT027,5849.45067544027
FDQ03,OUT027,5849.45067544027
FDE38,OUT035,2709.081530363086
DRH23,OUT027,1218.0277822410706
FDT11,OUT019,492.8873381184371
FDD09,OUT035,2972.2056077731368
FDR40,OUT045,1380.0628624275064
FDX07,OUT017,3063.890532439843
FDR07,OUT035,1541.6478568605778
FDA51,OUT017,1933.6308966935158
FDT59,OUT019,570.5098470787207
FDF20,OUT017,3065.4912606330845
FDR13,OUT045,1940.2578192792955
FDY26,OUT049,3690.9239562548582
FDW04,OUT017,2014.785131274897
FDK52,OUT017,3792.933912581219
FDN60,OUT049,2534.8336376945713
FDM09,OUT019,407.76165317263093
FDP46,OUT049,1459.5801272527265
FDB50,OUT019,171.94511688100553
NCQ29,OUT049,4052.98631700089
FDP16,OUT027,5855.528283606394
FDX33,OUT018,2559.5377919606644
FDP07,OUT010,509.8780061518135
FDN22,OUT046,3992.776397350138
FDF39,OUT049,4075.2656961320486
FDS21,OUT017,999.5991567710583
NCM42,OUT013,1585.1839504000316
FDK50,OUT019,381.2298075068783
DRF13,OUT027,4065.6449459880264
FDH35,OUT018,2561.2584040203715
FDP60,OUT018,1546.213421547064
DRJ49,OUT027,3008.343050206781
NCT42,OUT019,367.1630931859417
FDE38,OUT049,2701.3194081271276
FDI04,OUT049,3070.4551493401186
NCH54,OUT045,2538.852575538615
FDT56,OUT049,949.8140641895073
DRD15,OUT018,3595.8114444099415
FDV58,OUT013,3063.890532439843
FDP21,OUT049,3065.4912606330845
FDH05,OUT013,3786.507697732578
FDR10,OUT027,4229.905872277498
NCP06,OUT045,2492.7015779085773
FDF33,OUT049,1580.6036561388132
DRK37,OUT013,3065.4912606330845
DRH49,OUT045,1368.758506458681
FDT58,OUT013,2688.6987524895217
FDD41,OUT018,1576.009912515245
FDP40,OUT018,1675.5481334160859
FDM51,OUT027,2856.201497553603
FDO45,OUT010,197.30728695549882
FDW33,OUT010,240.53850750103396
FDY24,OUT045,925.3074186046255
FDB10,OUT010,571.7988164902986
FDM40,OUT035,2046.662926465961
NCI06,OUT017,3016.712801673662
FDW12,OUT019,335.6980876994411
FDX48,OUT027,4115.909621231396
NCW05,OUT027,2880.1004923670366
FDX27,OUT017,1541.6478568605778
DRM37,OUT045,3070.4551493401186
FDA38,OUT045,3893.397378775016
FDR36,OUT046,666.7559102791772
FDZ45,OUT046,3099.683478075507
FDG05,OUT017,2542.7727589531105
FDK28,OUT013,4060.1355069464043
FDV47,OUT045,1426.73171309233
FDN21,OUT045,2552.3213965570953
FDP20,OUT027,2995.4306336768186
FDI35,OUT045,3052.056607457882
DRY23,OUT013,705.8615604287452
FDA56,OUT017,2004.334894382876
FDB09,OUT013,2004.334894382876
NCO26,OUT027,2939.992669111878
FDQ49,OUT018,2525.1331551484905
FDI52,OUT027,2983.7456917124287
FDZ44,OUT027,2939.992669111878
FDZ09,OUT018,2564.10898562939
FDY03,OUT049,1931.0716403610934
NCG42,OUT017,2014.785131274897
DRI13,OUT027,5855.528283606394
FDQ32,OUT013,2004.334894382876
FDW16,OUT035,1494.566430164018
FDU27,OUT046,751.0621739044714
FDR28,OUT010,381.5180418221384
FDQ49,OUT010,378.8507041559792
FDS37,OUT046,1946.4506988446988
FDW26,OUT018,3540.8681255398924
FDX12,OUT018,3676.898454457418
NCP06,OUT013,2497.3297040814905
FDW45,OUT010,367.1061479048518
NCN30,OUT049,1541.6478568605778
FDN24,OUT049,878.7861046824898
NCL41,OUT027,947.4847174941483
FDR02,OUT019,260.79329909584817
FDD09,OUT010,451.23885738152063
FDS33,OUT010,197.30728695549882
FDU22,OUT045,1998.5003927703833
FDI53,OUT013,2561.2584040203715
DRH01,OUT049,2829.1292901886686
FDX32,OUT013,2076.830689851027
NCP30,OUT018,662.311878220874
FDB60,OUT045,3065.4912606330845
FDB14,OUT049,1522.2785050256382
NCP02,OUT035,927.9876918427289
FDJ10,OUT017,2020.9530451822027
FDG34,OUT046,1675.5481334160859
NCB18,OUT017,1454.4948939115045
FDM16,OUT049,1129.2837258915033
FDW25,OUT018,1390.1746966256783
FDB35,OUT010,225.6578473953451
DRN11,OUT013,2131.8139611128017
FDF41,OUT019,570.95621539991
FDH16,OUT045,1471.2657340566618
NCQ50,OUT018,3478.317272584897
DRH23,OUT018,945.4137594512594
DRJ37,OUT013,2499.6906349507226
DRJ24,OUT027,5188.357515594173
FDY16,OUT035,3063.890532439843
FDQ27,OUT045,1576.009912515245
FDZ33,OUT045,2492.7015779085773
FDF29,OUT045,2014.785131274897
FDA08,OUT049,2561.2584040203715
FDG31,OUT046,1126.4628217755728
FDE34,OUT019,466.1488307408937
NCR30,OUT027,1495.3467411692684
FDV33,OUT035,4086.400915200477
DRZ24,OUT018,2004.334894382876
NCL54,OUT035,2830.73001838191
FDR12,OUT049,2830.73001838191
NCC54,OUT046,3871.3019731928243
DRN59,OUT013,788.553860188371
FDX50,OUT019,261.05654348315255
FDV31,OUT027,4827.877589335287
NCA29,OUT027,4449.287379236946
FDW60,OUT049,2844.4840959802823
FDX08,OUT017,3060.73755908581
DRD49,OUT013,3828.711284416011
FDD33,OUT046,3796.1037882773294
FDW35,OUT013,705.8615604287452
FDJ36,OUT017,1576.009912515245
FDV51,OUT035,2640.5368214196806
FDW36,OUT046,1580.6036561388132
FDH35,OUT046,2564.10898562939
NCS30,OUT027,3008.343050206781
FDN49,OUT017,661.5336329433852
FDL08,OUT018,3678.7725557688805
FDI09,OUT013,3855.3626553557724
FDP19,OUT018,2014.785131274897
FDU21,OUT010,131.3062330144766
NCP41,OUT045,1585.1839504000316
FDY10,OUT013,1839.9413704027322
FDP12,OUT018,660.6818567181041
NCN26,OUT049,1944.4378059239475
FDK44,OUT013,2829.1292901886686
FDC28,OUT049,1592.1378200338993
FDJ41,OUT027,5855.528283606394
NCT29,OUT035,2004.334894382876
NCH42,OUT019,570.5098470787207
FDU60,OUT018,2687.0980242962805
FDS02,OUT045,3065.4912606330845
FDC51,OUT046,2004.334894382876
FDU03,OUT013,3061.939134719276
FDX39,OUT045,3695.00088652017
NCY05,OUT010,131.3062330144766
NCL06,OUT027,5849.45067544027
FDD32,OUT035,1282.7423752640489
NCN41,OUT045,2004.334894382876
NCX53,OUT049,2040.477878233467
FDU57,OUT019,366.6976219690752
FDQ23,OUT046,1576.009912515245
FDQ52,OUT045,3992.0574530834083
FDC14,OUT045,664.0275331571493
FDY09,OUT035,2842.8833677870407
FDQ28,OUT045,2516.0292646333073
FDV25,OUT046,3774.482653098881
FDJ07,OUT035,1946.4506988446988
DRB25,OUT049,1578.4133012691655
FDK52,OUT019,570.95621539991
FDY52,OUT027,1410.5455329685474
FDB28,OUT046,3065.4912606330845
FDT36,OUT035,662.3975116543795
FDV25,OUT017,3779.1705075001432
NCN07,OUT027,3008.343050206781
FDC57,OUT017,3063.890532439843
FDQ03,OUT018,3623.7941912734027
FDU23,OUT017,2688.6987524895217
NCX41,OUT035,3697.5155468377234
NCD06,OUT035,749.0259002823316
FDW08,OUT045,1582.751059518476
NCU29,OUT017,2490.0351988501297
NCE06,OUT013,2554.434203317134
FDV52,OUT010,267.9080520969001
FDB02,OUT017,2842.623684443889
NCR18,OUT045,665.8607988043592
FDK16,OUT049,1541.6478568605778
NCQ29,OUT010,571.7988164902986
FDZ01,OUT019,250.32549226866718
FDW27,OUT035,2534.8336376945713
FDD17,OUT018,3640.3074601617495
FDW39,OUT013,2842.623684443889
DRH59,OUT045,1115.4638448004478
FDS52,OUT013,1573.6609101452843
FDU40,OUT027,5737.935303940369
NCF54,OUT013,2829.1292901886686
FDH46,OUT045,1576.009912515245
NCP14,OUT049,1576.009912515245
FDH50,OUT049,3065.4912606330845
DRF15,OUT010,370.3251203768012
FDV27,OUT027,2506.057543774123
NCJ06,OUT049,2004.334894382876
FDN02,OUT018,3311.451749117055
FDQ51,OUT049,750.404735314861
FDQ07,OUT017,3768.7251193350453
FDS45,OUT049,1576.009912515245
NCJ06,OUT045,2004.334894382876
FDD36,OUT035,1948.966953951586
FDY25,OUT045,3060.73755908581
FDU52,OUT046,2507.701504925953
DRK47,OUT017,3805.187829044203
NCL30,OUT017,2004.334894382876
FDN22,OUT035,4004.0605913935874
NCF30,OUT027,2995.4306336768186
FDK03,OUT035,4028.904005751226
FDT45,OUT017,934.5505804174846
NCC54,OUT027,5849.45067544027
FDP08,OUT018,3063.890532439843
FDU44,OUT046,2561.2584040203715
