Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD19,OUT027,2328.6993787452843
FDL46,OUT049,2004.084159507995
FDM20,OUT045,3828.560693322241
NCI06,OUT010,927.1008905499184
DRM11,OUT035,4225.6467869105345
NCH07,OUT018,2216.0426418463667
FDS23,OUT013,2097.414390637886
FDO49,OUT018,595.8068712256347
FDS35,OUT049,1167.226181389547
DRK39,OUT045,1265.423705147433
DRI39,OUT049,1041.7983541183667
FDV04,OUT017,2651.4770422523698
NCN14,OUT035,3008.569678894311
FDH08,OUT013,3697.820114733318
FDS20,OUT046,2911.76601976849
FDV40,OUT049,1336.8557258978176
FDZ48,OUT010,-144.92360624606954
FDS24,OUT027,2914.8455428037573
FDK44,OUT049,2858.0709174223334
FDS48,OUT045,2337.194366312118
FDK26,OUT010,1104.5563993266148
FDD23,OUT045,2972.1466644062916
NCH54,OUT017,2646.590686015894
NCP14,OUT010,-239.58216027194032
FDM60,OUT010,-1197.9342131255394
FDV24,OUT017,2514.912548598254
FDH08,OUT018,3354.342673939163
FDS12,OUT027,3477.491845083497
FDR39,OUT027,4317.566289254104
FDP12,OUT027,2123.4332093844973
DRF60,OUT027,5175.0014505057425
FDC09,OUT035,1849.3576188473949
FDF50,OUT018,2868.1665216735514
FDG28,OUT035,4045.2212930057326
NCE19,OUT017,996.7667667683627
NCM53,OUT010,-202.2710277090638
NCN18,OUT049,1848.024609597593
FDF32,OUT035,3299.860693161047
FDF11,OUT013,3867.6144734611403
DRI59,OUT049,3650.7280912963492
NCG54,OUT035,2811.770649183515
FDM44,OUT046,1643.7624316484553
FDT57,OUT018,3465.046778129236
FDV24,OUT046,2409.9514272881315
FDI50,OUT019,1753.8567941074666
FDS09,OUT035,1042.0039872630193
NCC31,OUT027,3896.1563302553063
FDQ07,OUT019,1599.8190123704558
FDC22,OUT017,3181.038398905594
FDZ56,OUT046,2699.514184169307
FDZ40,OUT019,-995.7686312153426
FDS46,OUT027,3396.9955905573574
DRD24,OUT045,2168.43084965877
FDV45,OUT017,3107.4504694436264
FDL26,OUT045,2411.2905125477027
FDA56,OUT018,1709.6519518534737
FDN27,OUT046,1898.4493207318542
FDM20,OUT049,3975.451874035271
FDO16,OUT017,1465.2081146352884
FDL03,OUT035,3291.8514186061507
FDE58,OUT046,1879.4634236931174
FDI02,OUT027,3289.496550275816
NCC55,OUT019,-1264.5933968882955
FDR03,OUT018,3034.699321356018
FDB14,OUT017,1634.8801933854938
FDR45,OUT013,3846.6649600691467
NCN07,OUT017,2161.015844478886
FDM51,OUT019,-197.99512247067025
FDT52,OUT027,5365.386291518305
FDL26,OUT046,2456.0741924623044
NCZ42,OUT046,3760.1949943577915
DRI47,OUT019,419.82159053369196
FDW40,OUT013,2321.3619025093585
FDN34,OUT046,2734.9034382732516
FDS01,OUT035,2988.269964480584
NCG55,OUT045,1775.0003792395532
FDC11,OUT035,1546.533428171731
FDX35,OUT018,3348.997698370433
NCB06,OUT046,2521.9553551844515
FDR09,OUT019,2196.797507430508
FDC53,OUT017,1683.9883696055667
FDY45,OUT013,4065.4460599530635
FDA22,OUT010,760.2871826001353
FDE02,OUT035,1679.3027028540432
FDW21,OUT045,1616.943653012428
FDV34,OUT046,1257.3236560677547
FDS59,OUT049,1899.771771067395
NCW17,OUT017,2130.7475828018914
NCK54,OUT046,1862.7027709050803
FDG17,OUT019,2007.6577571957682
FDG35,OUT017,2902.6916171630633
FDD08,OUT010,-1258.5114669838078
NCO07,OUT017,3432.823119104078
FDJ10,OUT010,381.8737325786924
FDW36,OUT017,1784.9103387419332
FDW21,OUT010,-223.09832503616235
FDY19,OUT017,2000.1571432614737
DRE03,OUT013,810.2250386396815
NCC55,OUT049,725.608940081675
FDH52,OUT010,-819.3396933867252
FDO09,OUT017,4311.760528684485
FDU43,OUT045,3756.034266973042
FDX09,OUT010,866.4326722632047
FDH40,OUT019,-511.95314135475746
FDW58,OUT017,1794.1920105283662
FDC47,OUT017,3688.4039780355474
NCR41,OUT035,1650.9109784596144
DRG49,OUT035,3997.882304946676
FDC52,OUT027,3931.012904940639
FDY13,OUT046,1226.7540834916822
FDY35,OUT013,823.6707295323599
FDI35,OUT017,2994.7253972083026
NCU18,OUT049,2330.8241481232785
FDY33,OUT018,2284.511746492293
FDC15,OUT027,3941.8371297314357
FDU01,OUT049,3104.9489244329097
NCU42,OUT046,2680.3889660260324
NCV29,OUT018,2527.889285587271
NCY30,OUT017,2983.8391281351046
FDQ46,OUT049,1898.7164842420716
FDG58,OUT027,3941.1073916300415
FDK33,OUT017,3487.6586328620056
NCD07,OUT045,1767.5319736142314
NCX29,OUT027,3725.638108503805
NCT42,OUT013,2382.4461003964993
DRN59,OUT035,901.021160909509
FDI44,OUT035,1425.9396212840225
FDA45,OUT049,2909.6445464309236
FDP31,OUT045,1034.1696567549893
FDY01,OUT046,1875.7389897420644
FDT09,OUT018,1899.2736537457386
DRH03,OUT027,2973.503788759824
FDA36,OUT018,2702.249618260976
NCF31,OUT017,2526.9635436716917
FDG14,OUT049,2557.6313001488948
FDG28,OUT027,5374.398185126336
FDU14,OUT049,4051.884148044302
FDY47,OUT019,242.27535894377877
FDI56,OUT049,1562.4612801995681
DRD01,OUT013,995.6927778348527
FDM22,OUT046,957.3680885814797
FDH33,OUT013,738.5728502439053
DRZ24,OUT013,1917.5152326463776
NCQ38,OUT046,1676.5961056255387
FDO16,OUT027,2826.717984850111
FDU07,OUT027,3833.382198279133
NCB07,OUT013,3083.721403917781
FDU48,OUT045,2045.719440914358
NCM43,OUT045,2540.2190036217603
FDR31,OUT010,437.65087751061947
DRK49,OUT018,410.97091306137463
NCI30,OUT010,1918.5340950723985
DRD60,OUT017,2968.5693929566096
NCG19,OUT046,3675.1827534153967
FDH12,OUT035,1836.7988932814737
FDM32,OUT035,1634.0647148198286
FDM27,OUT035,2658.2110083552666
NCU53,OUT027,4065.5277508228187
NCQ18,OUT046,1561.441528044687
FDS10,OUT013,2879.436484617006
FDB33,OUT027,3968.6525164553063
FDI12,OUT013,1464.6968076443868
NCW42,OUT013,3506.6301796122657
NCC06,OUT018,1760.1514121561563
FDW02,OUT017,2172.718775912852
NCD43,OUT017,1769.5210459784566
FDM57,OUT018,1114.8829688777485
FDA58,OUT017,3844.053992041561
FDK56,OUT046,2931.5794770658986
FDP52,OUT045,3624.467676603857
FDW20,OUT018,1714.6916964868224
FDS52,OUT049,1732.2900291792284
NCT29,OUT018,1620.6102614717856
NCL54,OUT013,2808.124944632773
FDC05,OUT045,3111.960918954068
FDF34,OUT035,3318.5829576900937
FDP03,OUT027,3488.854926069615
FDD32,OUT010,-518.2873912056903
FDZ10,OUT045,1975.0243152969547
FDZ40,OUT035,1053.2277414845387
FDD51,OUT018,455.9169433160348
NCY30,OUT019,935.9285554369844
FDP58,OUT017,3542.8281457142616
FDV49,OUT017,4284.089841146208
FDY24,OUT019,-1006.186907286452
NCO55,OUT017,1799.099732059221
FDR13,OUT017,2027.8711478368737
FDS51,OUT017,1133.9468062772924
FDP26,OUT045,1611.247904046546
NCB54,OUT027,3496.347106611764
FDF32,OUT017,3227.8842870209874
FDN31,OUT018,2725.507125651243
DRM48,OUT017,698.6963112301787
FDN20,OUT049,2790.4117342465343
DRL01,OUT046,3704.639073971564
FDV56,OUT049,1874.7969968659909
DRH13,OUT027,3177.379185939323
FDA03,OUT017,2470.416075030744
FDF47,OUT027,4987.896815036447
FDX32,OUT046,2372.94750948887
FDX57,OUT049,1700.958910706206
NCA30,OUT045,2914.5075462338878
FDO49,OUT013,906.6297137729207
FDL04,OUT019,-220.73608016127946
DRM48,OUT035,758.2735438763475
FDR16,OUT013,3432.832866253941
NCC19,OUT018,2751.5115838415372
NCE42,OUT045,3632.6737303775176
FDY24,OUT017,1052.276547383983
FDH19,OUT049,2889.1733122890982
FDJ46,OUT013,2793.413002530328
FDN45,OUT010,1616.0659168993366
FDY08,OUT035,2407.115410561551
FDZ37,OUT035,1604.1664717103927
NCT30,OUT045,701.0021589099299
DRY23,OUT018,454.78687500289016
NCZ30,OUT018,1659.8464337083833
FDC44,OUT018,1526.435535560643
FDB45,OUT035,1835.148550630729
FDY04,OUT013,2672.993222238773
FDM27,OUT046,2554.836279912694
FDZ43,OUT017,3960.5767898614645
FDT39,OUT019,560.9136086777003
NCC06,OUT019,113.250275411487
FDL15,OUT027,3903.0628260232984
FDL57,OUT017,4209.659288382834
FDU08,OUT046,1603.7815677189606
FDK40,OUT017,4282.921139908023
FDQ12,OUT010,1714.0531985035336
FDS48,OUT017,2520.5225978083477
FDP09,OUT045,3292.852303719855
FDW21,OUT049,1754.4984160560748
FDY25,OUT035,3027.6534063432878
DRE13,OUT017,1487.9064751202918
FDV43,OUT019,-1181.547327243924
FDD22,OUT045,1726.2018245804989
FDM46,OUT019,-429.11231450367404
NCO30,OUT010,1001.5811229932797
FDM25,OUT046,2806.9423691076304
NCN41,OUT049,2041.3666280942457
FDU24,OUT045,1475.562529962786
FDZ50,OUT046,2957.893627484618
FDP45,OUT013,4049.0879725538484
NCM54,OUT045,1926.874192255596
FDW10,OUT019,883.5352179968709
FDP20,OUT017,2152.65469300268
FDK32,OUT046,2452.56216724412
FDN52,OUT049,1554.1097794763436
FDM58,OUT045,1754.706026152919
FDZ46,OUT027,3234.1968642123607
NCA18,OUT018,1581.6022877394903
FDD35,OUT046,1962.9195152231655
NCK31,OUT035,954.2660282858217
FDI40,OUT027,3105.8124944738834
FDT50,OUT019,-293.05921233423396
NCT06,OUT046,2598.191309856129
FDT31,OUT035,3132.4990324913474
FDT45,OUT049,983.2439593683594
FDT13,OUT045,2909.9825441309376
FDO50,OUT045,1403.1411931704502
NCU18,OUT010,306.22149527894726
NCR54,OUT049,3158.782768232439
NCO18,OUT018,2536.1158095929136
FDU09,OUT045,912.0648756432965
FDT13,OUT018,2707.6937096420565
FDE09,OUT046,1815.9699443330542
NCK53,OUT019,-288.68680997625927
FDG45,OUT049,3464.9349374416574
DRH15,OUT035,883.2399030468594
FDO21,OUT019,1701.2732413638037
FDD14,OUT027,4358.572104908973
FDC09,OUT046,1705.0546800769985
FDH45,OUT027,2218.5910641951555
FDV32,OUT046,1071.010430465019
FDG12,OUT035,2112.7926802106963
FDS32,OUT013,2316.831672295374
NCL55,OUT018,3664.27814182043
DRE01,OUT035,3960.4974818395335
DRE15,OUT049,1346.9638567498246
NCL42,OUT045,3807.963634653433
FDP31,OUT013,1106.9834590720482
FDN33,OUT018,1273.8794278298706
FDZ59,OUT046,2662.965595058016
FDE45,OUT010,922.661646355589
FDJ07,OUT013,1945.526786108925
FDQ45,OUT018,2706.0194465706873
FDM33,OUT027,4916.584876024925
FDO15,OUT010,-625.3071579600121
FDM46,OUT013,1517.1029791442688
FDR03,OUT045,3241.6514959598485
FDY49,OUT018,2420.6503546455556
FDQ60,OUT045,1877.9441357104051
FDW10,OUT049,2889.6328180751066
FDO51,OUT049,900.7101205772933
FDJ40,OUT018,1519.704854797354
FDS20,OUT018,2622.6860362566017
FDU45,OUT013,1885.663969726872
FDV02,OUT035,2838.426527135919
FDN09,OUT046,3833.743073853269
NCM55,OUT027,4387.287565490169
FDN23,OUT018,2077.0076260404926
FDY31,OUT010,409.4873165844783
FDW03,OUT010,-143.92442367766125
FDD14,OUT046,2890.7544105764255
FDV23,OUT017,2113.0777351749384
DRI03,OUT045,2720.2499516207895
FDN13,OUT035,1731.259877960836
FDF45,OUT027,2491.688128609081
FDU46,OUT035,1617.3658071925793
FDB57,OUT049,3662.247527158673
FDV12,OUT049,1745.9407425927106
FDQ58,OUT013,2454.324102551107
NCA18,OUT017,1943.0236217320034
FDH52,OUT049,1157.5404120322055
FDM24,OUT018,2162.032661850802
NCP43,OUT027,4307.615942402535
NCO18,OUT019,887.6515771328477
FDM32,OUT017,1585.4710799315194
NCL07,OUT017,731.7751646578567
FDK03,OUT013,4070.7718157352315
FDP59,OUT017,1792.818457395129
FDQ24,OUT049,4052.8136162953765
FDQ16,OUT018,1488.4942796479359
FDU44,OUT013,2633.5424514231595
FDH28,OUT010,-1230.8622570142106
FDV28,OUT019,-1275.1527080248602
FDM22,OUT045,874.871625546255
FDR56,OUT046,3144.113661996908
FDV39,OUT049,3230.8178701068264
FDU37,OUT019,-560.7162731027365
FDQ11,OUT010,2183.321884381529
FDX02,OUT045,3469.1113926365138
NCS42,OUT018,1198.4750280133487
FDY57,OUT027,3015.400103016158
FDB21,OUT049,3909.0324127396793
FDE28,OUT017,3771.091687752801
FDQ55,OUT017,1976.0705304241483
FDA48,OUT049,3612.3842905125643
FDZ19,OUT045,2703.4571407056364
NCC43,OUT045,3889.375458526292
NCV18,OUT046,1303.639078826442
NCA42,OUT018,2240.245175921852
FDY45,OUT046,4051.916504496566
NCC30,OUT045,2750.8993906543205
FDM57,OUT013,1459.9661061748639
FDL09,OUT010,754.9069544250494
FDB09,OUT027,3453.739644328824
FDT44,OUT035,2044.516825016246
NCT06,OUT027,4043.568332820681
FDX26,OUT049,3002.762600853626
FDK32,OUT013,2514.7682408403025
DRA12,OUT046,2271.8560143683167
FDO46,OUT010,1122.3715830945973
FDE52,OUT013,1488.3351975028095
NCH42,OUT045,3554.0991567969163
FDV08,OUT035,868.1925227148624
FDB47,OUT018,3061.9274997813723
FDC28,OUT010,-133.47954682046657
FDD22,OUT046,1825.441530612507
FDS07,OUT027,3297.76829111218
DRI13,OUT045,3356.8735769191776
FDG32,OUT018,3228.7052570258898
FDU14,OUT017,4059.4590506906566
FDD28,OUT019,-924.1683394371676
NCP41,OUT017,1846.8275387529911
FDS08,OUT049,2886.167996340272
FDX47,OUT045,2493.1477773393535
FDC53,OUT019,-262.68195142672084
FDQ19,OUT035,4009.468539946764
FDL14,OUT045,2451.722455410023
FDM33,OUT019,1591.4601131028971
FDA51,OUT045,1780.7139799776382
FDZ27,OUT018,551.446035798861
FDT04,OUT046,692.5161611899921
DRC13,OUT049,2131.987812479543
FDR16,OUT027,4885.6906265901
FDQ03,OUT027,5224.890934024645
FDE38,OUT035,2821.8970265014113
DRH23,OUT027,2363.737241566317
FDT11,OUT019,1130.8209048241147
FDD09,OUT035,3007.176877619702
FDR40,OUT045,1320.6434507954768
FDX07,OUT017,3063.3110963213885
FDR07,OUT035,1706.4435073380037
FDA51,OUT017,1967.7653542964263
FDT59,OUT019,1754.788040575681
FDF20,OUT017,3203.922364512564
FDR13,OUT045,1828.2886264154904
FDY26,OUT049,3470.9429678040638
FDW04,OUT017,2228.347569751156
FDK52,OUT017,3687.8233174763277
FDN60,OUT049,2595.911184812564
FDM09,OUT019,850.9817834509936
FDP46,OUT049,1521.6678320667675
FDB50,OUT019,-637.3867924534329
NCQ29,OUT049,4150.126802007513
FDP16,OUT027,5332.583693102932
FDX33,OUT018,2324.995190607245
FDP07,OUT010,1181.3504283760847
FDN22,OUT046,3992.6711782540165
FDF39,OUT049,4276.572449526053
FDS21,OUT017,1153.3695980939485
NCM42,OUT013,1741.594292145
FDK50,OUT019,712.1769227856962
DRF13,OUT027,3786.4116521667097
FDH35,OUT018,2331.7513110139425
FDP60,OUT018,1330.4258992645036
DRJ49,OUT027,3528.1366693873065
NCT42,OUT019,449.99318387971016
FDE38,OUT049,2773.4891287291916
FDI04,OUT049,3287.420876203227
NCH54,OUT045,2419.0348934757603
FDT56,OUT049,1105.097202901542
DRD15,OUT018,3384.5167098969573
FDV58,OUT013,3090.50530703388
FDP21,OUT049,3119.564053893437
FDH05,OUT013,3748.8560003247762
FDR10,OUT027,4033.673509908775
NCP06,OUT045,2289.139729757649
FDF33,OUT049,1824.2570161112099
DRK37,OUT013,3012.274536748416
DRH49,OUT045,1288.630851644585
FDT58,OUT013,2695.309110122026
FDD41,OUT018,1447.7055623737083
FDP40,OUT018,1551.9878420720083
FDM51,OUT027,3140.7485132476963
FDO45,OUT010,-465.6269606066503
FDW33,OUT010,-209.44356893157783
FDY24,OUT045,864.1936358033463
FDB10,OUT010,1837.8784218160067
FDM40,OUT035,2394.067011174399
NCI06,OUT017,2953.6482154210057
FDW12,OUT019,441.1664991996031
FDX48,OUT027,3966.2296059396417
NCW05,OUT027,3134.8917277300957
FDX27,OUT017,1671.9968506355222
DRM37,OUT045,3053.058188396246
FDA38,OUT045,3761.0402542012075
FDR36,OUT046,718.3631127802196
FDZ45,OUT046,3151.8847487802122
FDG05,OUT017,2667.297892464014
FDK28,OUT013,4117.702758350311
FDV47,OUT045,1325.576710580775
FDN21,OUT045,2483.822831717996
FDP20,OUT027,3493.0732100503333
FDI35,OUT045,2823.151980095856
DRY23,OUT013,784.3423259533581
FDA56,OUT017,2085.086938706766
FDB09,OUT013,2007.2711898968137
NCO26,OUT027,3306.8104510386447
FDQ49,OUT018,2260.803916114197
FDI52,OUT027,3408.2234393470403
FDZ44,OUT027,3343.0552329319876
FDZ09,OUT018,2331.0559526977063
FDY03,OUT049,1954.145313180234
NCG42,OUT017,2157.8112171509206
DRI13,OUT027,4894.200042510469
FDQ32,OUT013,2087.5483395088922
FDW16,OUT035,1662.7956424322433
FDU27,OUT046,811.4623637844666
FDR28,OUT010,726.5327963725101
FDQ49,OUT010,646.4512164929847
FDS37,OUT046,1875.8981615343118
FDW26,OUT018,3248.083851913323
FDX12,OUT018,3579.665463129229
NCP06,OUT013,2408.560987570596
FDW45,OUT010,405.3401049996951
NCN30,OUT049,1607.1721897122757
FDN24,OUT049,974.4757578640724
NCL41,OUT027,1997.9900071382526
FDR02,OUT019,-125.94291013486793
FDD09,OUT010,967.7642541085995
FDS33,OUT010,-471.7562278517762
FDU22,OUT045,1848.1794770864594
FDI53,OUT013,2650.681630504015
DRH01,OUT049,2867.0389342293283
FDX32,OUT013,2349.6019593027313
NCP30,OUT018,376.07022473508573
FDB60,OUT045,3048.2612917834067
FDB14,OUT049,1641.3545733989376
NCP02,OUT035,1087.0024801914356
FDJ10,OUT017,2382.1900952564347
FDG34,OUT046,1826.0843767652918
NCB18,OUT017,1502.9679256304512
FDM16,OUT049,1362.2227517181582
FDW25,OUT018,1101.558273479485
FDB35,OUT010,-396.7841852737015
DRN11,OUT013,2288.9551436810725
FDF41,OUT019,1999.2108560655556
FDH16,OUT045,1367.473847707794
NCQ50,OUT018,3063.993707858124
DRH23,OUT018,636.7422234398418
DRJ37,OUT013,2439.701220656644
DRJ24,OUT027,4360.654163099178
FDY16,OUT035,3091.454167940841
FDQ27,OUT045,1678.2022446854512
FDZ33,OUT045,2298.0264640900446
FDF29,OUT045,2083.175046911825
FDA08,OUT049,2740.380118167892
FDG31,OUT046,1078.328152718148
FDE34,OUT019,1009.7385637002876
NCR30,OUT027,2629.897539442245
FDV33,OUT035,4270.016068133427
DRZ24,OUT018,1634.8999838153836
NCL54,OUT035,2873.10695879328
FDR12,OUT049,2894.452895808059
NCC54,OUT046,3787.4388600456036
DRN59,OUT013,787.790293085257
FDX50,OUT019,-129.04650085179412
FDV31,OUT027,4279.478834506021
NCA29,OUT027,4178.199557667842
FDW60,OUT049,2962.7875957584624
FDX08,OUT017,3009.0798901432568
DRD49,OUT013,3736.9347148167967
FDD33,OUT046,3650.285255808814
FDW35,OUT013,759.2458890852079
FDJ36,OUT017,1794.3163135938307
FDV51,OUT035,2796.4741881378195
FDW36,OUT046,1718.7938813076762
FDH35,OUT046,2628.613929889727
NCS30,OUT027,3515.811600567426
FDN49,OUT017,786.9854395137593
FDL08,OUT018,3614.527057071015
FDI09,OUT013,3851.8006785009143
FDP19,OUT018,1779.3366384789574
FDU21,OUT010,-1305.7836076951205
NCP41,OUT045,1645.6814671828038
FDY10,OUT013,1843.2418453899409
FDP12,OUT018,394.8043840152543
NCN26,OUT049,1943.4226825171913
FDK44,OUT013,2793.3007115271785
FDC28,OUT049,1859.9105219184366
FDJ41,OUT027,5613.569636704047
NCT29,OUT035,2099.1146637852453
NCH42,OUT019,1691.8852538210558
FDU60,OUT018,2421.4182788800167
FDS02,OUT045,3026.121149203318
FDC51,OUT046,2027.0738394866999
FDU03,OUT013,2965.7529980755894
FDX39,OUT045,3329.582413348988
NCY05,OUT010,-1312.9601197425009
NCL06,OUT027,5526.113987719911
FDD32,OUT035,1491.0212739535732
NCN41,OUT045,1874.2512873802293
NCX53,OUT049,2336.0798889860785
FDU57,OUT019,523.0660149018795
FDQ23,OUT046,1689.3624233264986
FDQ52,OUT045,3854.3431951288626
FDC14,OUT045,661.2940174797234
FDY09,OUT035,2960.309304696918
FDQ28,OUT045,2467.727419696883
FDV25,OUT046,3506.31501008881
FDJ07,OUT035,2024.5170459655546
DRB25,OUT049,1791.1048771482974
FDK52,OUT019,1659.8075093828534
FDY52,OUT027,2503.387964847907
FDB28,OUT046,3136.608701017874
FDT36,OUT035,758.1677505673933
FDV25,OUT017,3626.8892673722044
NCN07,OUT027,3517.7346360361867
FDC57,OUT017,3209.466653431502
FDQ03,OUT018,3504.0573755903793
FDU23,OUT017,2771.4261673777514
NCX41,OUT035,3489.265751225324
NCD06,OUT035,897.4627754126795
FDW08,OUT045,1638.2488724572227
NCU29,OUT017,2402.9159452239983
NCE06,OUT013,2567.6398687580077
FDV52,OUT010,-3.5175617047611922
FDB02,OUT017,2961.0916342336086
NCR18,OUT045,638.1333776420531
FDK16,OUT049,1617.87150128122
NCQ29,OUT010,2127.61816476299
FDZ01,OUT019,-173.67575449399385
FDW27,OUT035,2677.9125318887945
FDD17,OUT018,3493.0816205648184
FDW39,OUT013,2889.109845118387
DRH59,OUT045,1107.9074641876289
FDS52,OUT013,1686.1385518546085
FDU40,OUT027,4553.043560409938
NCF54,OUT013,2765.045173329048
FDH46,OUT045,1640.8983176477636
NCP14,OUT049,1736.9697047665304
FDH50,OUT049,3062.4570811156477
DRF15,OUT010,519.2850166373869
FDV27,OUT027,2917.15623949818
NCJ06,OUT049,2000.7042268178639
FDN02,OUT018,2976.1489494903794
FDQ51,OUT049,920.7588582934154
FDQ07,OUT017,3664.968013577361
FDS45,OUT049,1845.7801293672514
NCJ06,OUT045,1850.7021424888699
FDD36,OUT035,2035.3014602406133
FDY25,OUT045,2838.5804318157357
FDU52,OUT046,2474.187340074408
DRK47,OUT017,3682.5382556309137
NCL30,OUT017,2133.8058240581054
FDN22,OUT035,4147.867147875826
